Domain,Job Title,Leadership,Communication,Teamwork,Problem Solving,Creativity,Adaptability,Work Ethic,Time Management,Interpersonal Skills,Attention to Detail,Initiative,Analytical Thinking,Emotional Intelligence,Integrity,Resilience,Cultural Awareness,Programming Languages,Technical Skills,Office Tools,Job Description
DIGITAL-MEDIA,SOCIAL ENGAGE SALES,2,3,3,3,0,0,0,1,3,0,1,1,2,0,0,0,0,0,0,"I take Komli's social offerings to brand and performance advertisers as well the regional/local agencies. I am not only be directly responsible for the team's targets, growth, retention etc. Weekly Review Call-Managing Unilever , OMD and the rest of local account from regional and Thailand perspective-Follow the process outlined by VP and will do weekly pipeline to give clear status on allccountsâ€¦ Need to make sure that the company revenue on track to hit brand business towards US$200K as outlined AOP numbers ."
DIGITAL-MEDIA,DIGITAL MARKETING ACCOUNT MANAGER,3,2,3,3,1,0,2,3,0,0,0,1,2,0,0,0,0,0,0,"Enhance the brands online visibility to engage with potential customers, gain customer acquisition, and increase brand awareness. , State Assist a variety of clients to meet business objectives by building brand awareness, strengthening online presence and improving the marketing strategy using comprehensive tactics. Worked alongside teacher to create and provide students with a positive, well-organized, functional classroom for maximized instructional time."
DIGITAL-MEDIA,IT & MEDIA ADMINISTRATOR,0,0,3,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,"Provided base level IT support to non-technical personnel within the business utilizing a variety of software and tools ( Unix (SCO), MySQL, Footprints, Join.Me, Kaseya). , State Completed courses in the Network System Professional program at New Horizons Computer Learning Center to earn CompTIA Net+, Microsoft MCSA, Cisco CCNP & CCNA certifications (certs in progress) Bachelor of Science Magna Cum Laude GPA: 3.8 Graduated Magna Cum Laude GPA: 3.8 Skills Active Directory, Apple, broadband, CISCO router, Cisco IOS, client server, communication skills, hardware, Network Systems, curriculum design, clients, customer satisfaction, email, Graphic design, graphics, Help Desk, HP, IT support, lesson plans, Linux, marketing collateral, Medisoft, messaging, MCSE, Office, Windows 7, Windows, Windows XP, modems, MySQL, Enterprise, Network, networking, networks, personnel, cameras, POS, printer, printers, problem resolution, problem-solving, SCO, strategy, switches, technical support, user support and training, technical documentation, telephone, Terminal Server, troubleshooting, Unix, upgrades, upgrade, Website"
DIGITAL-MEDIA,JR PUBLISHER MANAGER,3,0,2,2,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,"Customers I worked with were: Calvin Klein, 20th Century Fox, Luxottica, Paypal, Indesit, Panasonic, Pernod Ricard, Burberry, Fastweb, Allianz. I scheduled email marketing campaigns relating to several industries: finance, insurance, telco, travel, date, general products and services. Key skills: Telemarketing Web Marketing (Display advertising, DEM) Knowledge of Microsoft and Office applications Good knowledge about these advertising software: NetBox, AdRelevance, Nielsen Audiweb, Amnet platform Good familiarity with devices (mobile, tablet) Competitive analysis Strategies and performance analysis Experience JR Publisher Manager"
DIGITAL-MEDIA,OPERATIONS TECHNICIAN,2,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,Store Manager Maintain an orderly and efficient work environment by delegating tasks to employees based on individual skill sets. Maintain status quo on product supply through daily inventory and bulk ordering. Provide detailed measuring and cutting of high-value material to ensure efficient project costs.
DIGITAL-MEDIA,SENIOR DIGITAL MARKETING SPECIALIST,3,0,2,2,0,1,0,0,0,2,3,1,0,0,0,0,0,0,1,", State Developed grammatically sound, benefit driven and search engine friendly content for LiveEdit's global client B2C websites. Coordinated administrative processes associated with recruiting/hiring, including resume reviews, scheduling interviews, processing correspondence, documenting candidate activity, coordinating new hire activities, handling confidential material, and facilitating required background screens. Supported agency managers with calendar management, tracking of recruiting budget, maintaining filing systems, answering and screening phone calls."
DIGITAL-MEDIA,IMPLEMENTATION CONSULTANT,3,3,3,3,0,1,3,1,2,2,0,0,0,0,0,0,2,0,2,"Works closely with other members of the internal project team and external client teams. Skills InDesign, Quark XPress, Acrobat, Photoshop, Illustrator, Freehand, Pagemaker, Microsoft Word, Publisher, Excel, Power Point, Pitstop, Quite a Box of Tricks, Fetch and Asura. Political Science Interests March 31, 2016 to present - License 5672023 *Salesforce Marketing Cloud Consultant Certification *July 18, 2017 to present - License 17482983 *Salesforce certification verification site: http://certification.salesforce.com/verification?&fullname=Veronica%20Gancov *Studying for PMP certification Skills Dot Net, Acrobat, Adobe, go live, Photoshop, ad, advertisements, ads, Advertising, Pagemaker, book, budget, color, com, concise, content, contracts, CSS, client, clients, client relations, customer service skills, client support, data management, designing, desktop publishing, direct mail, documentation, Email, English, fast, Fetch, Freehand, HTML, http, Illustrator, image, InDesign, layout, Leadership, managing, marketing, messaging, access, Excel, Power Point, Publisher, Microsoft Word, Works, network, NMS, personnel, presenting, various printers, processes, coding, project management, promotion, quality, quality assurance, quality control, Quark XPress, requirement, SQL, trainer, transmission, trouble shooting, troubleshooting, unique, Visio, web design, Web Design/Development, website, websites Additional Information March 31, 2016 to present - License 5672023 *Salesforce Marketing Cloud Consultant Certification *July 18, 2017 to present - License 17482983 *Salesforce certification verification site: http://certification.salesforce.com/verification?&fullname=Veronica%20Gancov *Studying for PMP certification"
DIGITAL-MEDIA,DIGITAL MERCHANDISING ANALYST,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,", State Report on sales trends and observations to influence merchandising decisions. Manages the Digital Product Content Coordinator to oversee all onsite search, SEO execution, navigation, product attributes and search reporting Digital Merchandising Coordinator Coordinated product descriptions and photography requests for each season's launch."
DIGITAL-MEDIA,PAID MEDIA SPECIALIST,2,0,3,0,1,0,2,3,2,0,1,0,0,0,0,0,0,0,0,", State Collaborate with agency partners and marketing leadership to execute Angie's List offline advertising strategy. Managed monthly marketing department wide meetings for 11 teams, consisting of ~65 employees. Designed and implemented a modular new hire training program for the Member Care department comprised of six cross functional teams."
DIGITAL-MEDIA,DIGITAL PRODUCER,2,0,2,2,1,0,0,1,2,0,1,0,0,0,0,0,0,0,1,"Skilled mentor and mediator who excels at bringing out the best in team members. Monitored team progress and enforced deadlines for up to four projects at once. Business Administration and Computer Information Systems Skills Project Management Tools: Workamajig, Basecamp, DoneDone Desktop Publishing Software: Photoshop, Illustrator, HTML"
DIGITAL-MEDIA,MEDIA SPECIALIST II,2,0,3,3,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,"Under this company I also freelance as a camera tech for ESPN and Fox Sports South. , State As Public Information Officer (PIO) I served as a communications liaison between the media, county staff, Government officials and citizens in order to facilitate the timely dissemination of information about programs, services, and activities. I developed an internship program for college students that focused on media development within the communications field."
DIGITAL-MEDIA,DIRECTOR OF SOCIAL MEDIA MARKETING,2,0,0,3,2,0,2,3,0,0,0,0,0,2,0,0,0,0,0,", State Responsible for all social media strategy, budgets, promotion, & execution integration into Brand Marketing 360 plans for all USA Network, the #1 Cable Network for the last 8 years, including Suits, Royal Pains, Graceland, White Collar, Chrisley Knows Best, Covert Affairs, Rush, Satisfaction, Sirens and Modern Family (syndicated). Strengthen strategic direction that has achieved social community growth of 31% year to date achieving over 7.7 billion impressions with over 22.5 million fans across 112 communities on Facebook, Twitter, Youtube, Instagram, Tumblr, Pinterest, Vine, Snapchat and Giphy. Strategic direction leading USA to be one of the most social cable entertainment networks collecting 3.5MM tweets in 2Q14, significantly greater than core competitors TBS (+213%) and FX (+287%)."
DIGITAL-MEDIA,MEDIA SERVICES COORDINATOR,3,0,3,3,1,1,3,3,3,0,0,3,0,0,2,1,0,0,1,", State Responsible for accounts receivables and month end closing duties * Responsible for all Group Billing of accounts generating over 300K in revenue / Customized Invoicing * Responsible for all Credit card transactions and handling disputes * Responsible for all aspects of direct billing, credit references, and collections and other city ledger accounts * Conduct monthly credit committee meetings, prepare monthly write-off report * Assist Controller and Assistant Controller in developing, implementing financial/office policies * Work closely with Sales, Catering Managers to ensure all client billing requests are met * Responsible for implementing / managing new technology and trouble shoot common accounting issues Developer 2012-Present Northwest Vista College | Associate of Applied Science, Concentration in Digital Media Presentations International Programs Presentation - to assist international students with various skills such as payroll deposits, obtaining Social Security card, obtaining campus employment, etc. SkillsAccounting, Reconciliations, Closing Procedures, AP, AR, Bank Reconciliations, GL, Payroll, Project Manager, Public Relations, Property Management, Scheduling, Travel Arrangements, Budget, Correspondence, Billing, Credit, Credit Card Reconciliations, , Change Orders, Interviewing, Leasing, Office Manager, Helpdesk ticketing system and reporting, Inventory, Process Payroll, Purchaser, Technical Support, Training, Customer Service, Excellent Customer Service Skills, Highly Organized, Microsoft Office, Ms Office, Quick Books Pro, Receptionist, Team Player, Typing, Very Organized"
